Channel,Case Type,Business Area,Case Stage,Primary Category,Secondaory Category,Tertiary Category,Case Ownership,Escalation LOBs,Owner Type,Queue Name,L0 To ,L0 CC,L1 To,L1 CC,L2 To,L2 CC,L3 To,L3 CC,L4 To,L4 CC,L5 To,L5 CC,L6 To,L6 CC
Nexa,MSIL Query,Loyalty Program,,,DMS (Transactional),,,MSIL Query,Queue,Pending_MSIL_Response,MGR-AG4;MGR-DMS,NM-LPD;MGR-LPD,NM-LPD,MGR-AG4;MGR-DMS;MGR-LPD,DH-LPD;DH-DMS,MGR-AG4;MGR-DMS;MGR-LPD;NM-LPD,DVH-LPD;DVH-DMS,DH-LPD;DH-DMS;MGR-AG4;MGR-DMS;MGR-LPD;NM-LPD,DVH-LPD;DVH-DMS,DH-LPD;DH-DMS;MGR-AG4;MGR-DMS;MGR-LPD;NM-LPD,DVH-LPD;DVH-DMS,DH-LPD;DH-DMS;MGR-AG4;MGR-DMS;MGR-LPD;NM-LPD,DVH-LPD;DVH-DMS,DH-LPD;DH-DMS;MGR-AG4;MGR-DMS;MGR-LPD;NM-LPD
Nexa,MSIL Query,Loyalty Program,,,Badges,,MGR-LPD,MSIL Query,User,,MGR-LPD,NM-LPD;L6A,NM-LPD,MGR-LPD,DH-LPD,NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A
Nexa,MSIL Query,Loyalty Program,,,Events,,MGR-LPD,MSIL Query,User,,MGR-LPD,NM-LPD;L6A,NM-LPD,MGR-LPD,DH-LPD,NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A
Nexa,MSIL Query,Loyalty Program,,,Offers,,MGR-LPD,MSIL Query,User,,MGR-LPD,NM-LPD;L6A,NM-LPD,MGR-LPD,DH-LPD,NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A
Nexa,MSIL Query,Loyalty Program,,,Rewards,,MGR-LPD,MSIL Query,User,,MGR-LPD,NM-LPD;L6A,NM-LPD,MGR-LPD,DH-LPD,NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A
MS Corporate,MSIL Query,International Marketing/ Exports,,Service related,,,,MSIL Query,Queue,Pending_MSIL_Response,L1A-IM6;L1B-IM6;L1C-IM6;L1D-IM6,L2-IM6,L2-IM6,L1A-IM6;L1B-IM6;L1C-IM6;L1D-IM6;L3-IM6,L3-IM6,L1A-IM6;L1B-IM6;L1C-IM6;L1D-IM6;L2-IM6,,,,,,,,
MS Corporate,MSIL Query,International Marketing/ Exports,,Parts related,,,,MSIL Query,Queue,Pending_MSIL_Response,L1A-IM5;L1B-IM5;L1C-IM5,L2-IM5,L2-IM5,L1A-IM5;L1B-IM5;L1C-IM5;L3-IM5,L3-IM5,L1A-IM5;L1B-IM5;L1C-IM5;L2-IM5,,,,,,,,
MS Corporate,MSIL Query,International Marketing/ Exports,,General Query,,,,MSIL Query,Queue,Pending_MSIL_Response,L1-IM1,L2-IM1,L2-IM1,L1-IM1;L3-IM1,L3-IM1,L1-IM1;L2-IM1,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Campus Placement,,,MSIL Query,Queue,Pending_MSIL_Response,DH-ERHR,CCM-CRM1,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Employee Relations/Union and Welfare,,,MSIL Query,Queue,Pending_MSIL_Response,DH-EMR-G,CCM-CRM1,DVH-PHR-G,DH-EMR-G;DH-CRM1;CCM-CRM1,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Training and Organization Develpoment,,,MSIL Query,Queue,Pending_MSIL_Response,DH-EMR-G,CCM-CRM1,DVH-PHR-G,DH-EMR-G;DH-CRM1;CCM-CRM1,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Summer Training (Special Cases Only),,,MSIL Query,Queue,Pending_MSIL_Response,MGR-SLHR,DH-SLHR,DH-SLHR,MGR-SLHR,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Recruitment,,,MSIL Query,Queue,Pending_MSIL_Response,DH-ERHR,CCM-CRM1,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Employee Policies,,,MSIL Query,Queue,Pending_MSIL_Response,DH-HRM,CCM-CRM1,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Fake Job ,,,MSIL Query,Queue,Pending_MSIL_Response,DH-VGL-G,,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,General Queries/ Others,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-SLHR,DH-SLHR,DH-SLHR,MGR-SLHR,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Employee Verification Mail,,,MSIL Query,Queue,Pending_MSIL_Response,MGR_HRM,DH-HRM,DH-HRM,MGR_HRM,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Parts/ Manufacturing/ Services,,,MSIL Query,Queue,Pending_MSIL_Response,DH-SC-BDY1,CCM-CRM1,DVH-SC-BS,DH-SC-BDY1;CCM-CRM1,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Media Related Services,,,MSIL Query,Queue,Pending_MSIL_Response,DH-Media,CCM-CRM1,DVH-Media;CCM-CRM1,DH-Media,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Suzuki Brand,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
MS Corporate,MSIL Query,Domestic,,,MSIL Brand,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
MS Corporate,MSIL Query,Domestic,,,MS MAIL Brand,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
MS Corporate,MSIL Query,Domestic,,,Corporate Events,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
MS Corporate,MSIL Query,Domestic,,,Sponsorship/ All India Level Marketing Activity,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
MS Corporate,MSIL Query,Domestic,,,Auto Expo,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
MS Corporate,MSIL Query,Domestic,,,Rally/ Motorsports related,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
MS Corporate,MSIL Query,Domestic,,,Media Relations/Corporate Communications & Gatirang,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-CCC,DH-CCC,DH-CCC,MGR-CCC,DVH-CCC,DH-CCC;MGR-CCC,DVH-CCC,DH-CCC;MGR-CCC,DVH-CCC,DH-CCC;MGR-CCC,DVH-CCC,DH-CCC;MGR-CCC,DVH-CCC,DH-CCC;MGR-CCC
MS Corporate,MSIL Query,Domestic,,,New Product Launch,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-PPD,DH-PPD,DH-PPD,MGR-PPD,DVH-PPD,DH-PPD;MGR-PPD,DVH-PPD,DH-PPD;MGR-PPD,DVH-PPD,DH-PPD;MGR-PPD,DVH-PPD,DH-PPD;MGR-PPD,DVH-PPD,DH-PPD;MGR-PPD
MS Corporate,MSIL Query,Domestic,,Shareholder/ Annual Report,,,,MSIL Query,Queue,Pending_MSIL_Response,INVESTOR,DVH-COS,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Factory Visits- Gurgaon Plant,,,MSIL Query,Queue,Pending_MSIL_Response,DH-PBR,CCM-CRM1,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Factory Visits- Manesar Plant,,,MSIL Query,Queue,Pending_MSIL_Response,DH-PC-M,CCM-CRM1,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Factory Visits-Gujarat Plant,,,MSIL Query,Queue,Pending_MSIL_Response,ADMSMG,CCM-CRM1,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,CSR,,,,MSIL Query,Queue,Pending_MSIL_Response,DVH-CSR,CCM-CRM1,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,For MD San,,CCM-CRM1,MSIL Query,User,,CCM-CRM1,,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,For Chairman San,,,MSIL Query,Queue,Pending_MSIL_Response,DVH-CGA,,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,For MSIL Executives,,CCM-CRM1,MSIL Query,User,,CCM-CRM1,,DH-CRM1,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Legal Notice- Sales,,MGR-LEG1,MSIL Query,User,,MGR-LEG1,DH-LEG1,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Legal Notice- Service,,MGR-LEG2,MSIL Query,User,,MGR-LEG2,DH-LEG2,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,IDTR Related,,,,MSIL Query,Queue,Pending_MSIL_Response,DH-IDTR,,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,Uncleared Shipments/ Cargo,,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-LOG-SC,DH-LOG-SC,DH-LOG-SC,MGR-LOG-SC,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,,Dealer Identified,,L3A;L4,MSIL Query,User,,L3A,L4,L4,L3A;L6A,L5,L7A;L6AL4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A
MS Corporate,MSIL Query,Domestic,,,Region Identified,,L3A;L4,MSIL Query,User,,L4,L3A;L6A,L5,L7A;L6A;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A
MS Corporate,MSIL Query,Domestic,,,South Region Call back,,,MSIL Query,Queue,Pending_MSIL_Response,OM-CHN,CCM-CRM1;SPOC-CRM1,CCM-CRM1,OM-CHN;SPOC-CRM1,DH-CRM1,CCM-CRM1;OM-CHN;SPOC-CRM1,DVH-CRM1,DH-CRM1;CCM-CRM1;OM-CHN;SPOC-CRM1,DVH-CRM1,DH-CRM1;CCM-CRM1;OM-CHN;SPOC-CRM1,DVH-CRM1,DH-CRM1;CCM-CRM1;OM-CHN;SPOC-CRM1,DVH-CRM1,DH-CRM1;CCM-CRM1;OM-CHN;SPOC-CRM1
MS Corporate,MSIL Query,Domestic,,,No data available,,SPOC-CRM1,MSIL Query,User,,SPOC-CRM1,CCM-CRM1,CCM-CRM1,SPOC-CRM1,DH-CRM1,SPOC-CRM1;CCM-CRM1,DVH-CRM1,SPOC-CRM1;CCM-CRM1;DH-CRM1,DVH-CRM1,SPOC-CRM1;CCM-CRM1;DH-CRM1,DVH-CRM1,SPOC-CRM1;CCM-CRM1;DH-CRM1,DVH-CRM1,SPOC-CRM1;CCM-CRM1;DH-CRM1
MS Corporate,MSIL Query,Domestic,,Accident- Fire/ Airbag not Deployed issue,,,L3A;L4,MSIL Query,User,,L3A,L6A;L7A;L9,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,Leasing,,,,MSIL Query,Queue,Pending_MSIL_Response,NM-MSL,MGR-MSL,DH-MSL,NM-MSL;MGR-MSL,DVH-MSL,DH-MSL;NM-MSL;MGR-MSL,DVH-MSL,DH-MSL;NM-MSL;MGR-MSL,DVH-MSL,DH-MSL;NM-MSL;MGR-MSL,DVH-MSL,DH-MSL;NM-MSL;MGR-MSL,DVH-MSL,DH-MSL;NM-MSL;MGR-MSL
MS Corporate,MSIL Query,Domestic,,App Related- Tech issues,,,,MSIL Query,Queue,Pending_MSIL_Response,,,,,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,CRM Query,,,CCM-CRM1,MSIL Query,User,,CCM-CRM1,,DH-CRM1,CCM-CRM1,,,,,,,,,,
MS Corporate,MSIL Query,Domestic,,Uncategorised,,,SPOC-CRM1,MSIL Query,User,,SPOC-CRM1,,DH-CRM1,SPOC-CRM1,,,,,,,,,,
MS Corporate,MSIL Query,MIBPL (Insurance),,Insurance Issue,,,,MSIL Query,Queue,Pending_MSIL_Response,L1A-MIBPL;L1B-MIBPL;L1C-MIBPL;L2-MIBPL,L2-MIBPL,L2-MIBPL,L1A-MIBPL;L1B-MIBPL;L1C-MIBPL;L3-MIBPL,L3-MIBPL,L1A-MIBPL;L1B-MIBPL;L1C-MIBPL;L4-MIBPL,L4-MIBPL,L1A-MIBPL;L1B-MIBPL;L1C-MIBPL;L3-MIBPL;L5-MIBPL,L5-MIBPL,L1A-MIBPL;L1B-MIBPL;L1C-MIBPL;L3-MIBPL;L4-MIBPL,L5-MIBPL,L1A-MIBPL;L1B-MIBPL;L1C-MIBPL;L3-MIBPL;L4-MIBPL,L5-MIBPL,L1A-MIBPL;L1B-MIBPL;L1C-MIBPL;L3-MIBPL;L4-MIBPL
MS Corporate,MSIL Query,Suzuki Motorcycles (2W),,2W related complaint,,,,MSIL Query,Queue,Pending_MSIL_Response,,,,,,,,,,,,,,
